source1_entity_id	candidate_entity_ids
S1-762005078	S2-714921445,S2-913397814,S2-330274714,S2-516738564,S2-22816278,S2-3343575,S2-992563564,S2-245780845,S2-887294020,S2-759002406,S2-426389003,S2-368085785,S2-134725970,S2-132369078,S2-258612635,S2-234785065,S2-428212650,S2-611364564,S2-24325984,S2-197152307,S3-673659550,S3-384397900,S3-495500009,S3-272471614,S3-725776083,S3-914306601,S3-694939301,S3-869563133,S3-597630553,S3-981210695,S3-535256643,S3-876999356,S3-329534988,S3-586562997,S3-717589268,S3-443874306,S3-216362484,S3-583737131,S3-414814183,S3-100907582
S1-983603694	S2-532991167,S2-671119196,S2-143289999,S2-164411436,S2-284462419,S2-978193459,S2-240947445,S2-631088052,S2-969635136,S2-646078621,S2-475221902,S2-226359557,S2-996605554,S2-934653449,S2-532378232,S2-591655986,S2-825538751,S2-949460950,S2-361174595,S2-652402035,S3-378335881,S3-7207926,S3-9055490,S3-236618048,S3-707120342,S3-607093203,S3-271028931,S3-388713887,S3-614540693,S3-772934100,S3-739746168,S3-114352248,S3-984507302,S3-343795523,S3-263830720,S3-757946916,S3-931358398,S3-842491526,S3-462723300,S3-146824281
S1-437281614	S2-648219130,S2-150098991,S2-279347296,S2-981543381,S2-96096484,S2-356710406,S2-652172685,S2-162200983,S2-845934086,S2-707856298,S2-616608978,S2-458459815,S2-80835492,S2-226735292,S2-604466371,S2-145792884,S2-160364112,S2-570686995,S2-199593873,S2-741384723,S3-271387187,S3-325348204,S3-809221472,S3-937763336,S3-518881579,S3-586174498,S3-898582166,S3-22889941,S3-903397845,S3-389830698,S3-536874174,S3-628920166,S3-858572971,S3-92602951,S3-940961658,S3-504994429,S3-832182044,S3-427156538,S3-250791581,S3-527256328
S1-590781135	S2-243204851,S2-771990403,S2-642803124,S2-347916894,S2-575641981,S2-546200482,S2-88560854,S2-299291365,S2-189128065,S2-259554507,S2-952894697,S2-204785387,S2-440188392,S2-678981366,S2-822357677,S2-314981388,S2-692565319,S2-607684664,S2-16343901,S2-248359843,S3-798015716,S3-342569937,S3-827756442,S3-465986227,S3-444003796,S3-976626436,S3-122285959,S3-449542643,S3-487420241,S3-742415893,S3-70848467,S3-455842856,S3-894414345,S3-680851246,S3-472015903,S3-791680988,S3-616333091,S3-301205837,S3-367433352,S3-297255630
S1-423414451	S2-656828461,S2-150843701,S2-497699182,S2-73727153,S2-697742552,S2-919433719,S2-667923758,S2-919703139,S2-903985964,S2-335552528,S2-965873837,S2-956617468,S2-255481825,S2-622584266,S2-494647833,S2-625385485,S2-939344974,S2-92929203,S2-570977454,S2-981373411,S3-4581669,S3-946629726,S3-248055063,S3-552304758,S3-558210480,S3-845831242,S3-784183367,S3-736101235,S3-151762201,S3-893032147,S3-259361633,S3-464769804,S3-470196650,S3-616582553,S3-765138235,S3-489585995,S3-704524580,S3-913211514,S3-631674269,S3-217862142
S1-847114478	S2-583865729,S2-225424646,S2-830176491,S2-877522128,S2-250337259,S2-520641242,S2-885864673,S2-145547025,S2-882898819,S2-748958750,S2-422890062,S2-710074032,S2-186893365,S2-353780733,S2-907518788,S2-820815736,S2-430164086,S2-767349740,S2-145749559,S2-676266022,S3-307577770,S3-32603306,S3-848800184,S3-252061994,S3-156468923,S3-248159590,S3-536306337,S3-119589506,S3-272244763,S3-322362056,S3-156508001,S3-900995588,S3-7693036,S3-38886664,S3-949872713,S3-636194845,S3-840386105,S3-505059519,S3-709706905,S3-775062743
S1-526334226	S2-259035440,S2-814460787,S2-958410309,S2-102005272,S2-604226941,S2-894751120,S2-702899119,S2-688215327,S2-486939121,S2-889243203,S2-507531223,S2-959875371,S2-620073091,S2-543519668,S2-550962321,S2-434115864,S2-272486048,S2-91051514,S2-330413414,S2-610078231,S3-455930990,S3-297725819,S3-189475939,S3-39793798,S3-833434815,S3-388981527,S3-799128595,S3-710339284,S3-422242645,S3-521693306,S3-99102287,S3-332236968,S3-866580997,S3-248069857,S3-444451325,S3-145729614,S3-233201952,S3-468363908,S3-684618391,S3-553228322
S1-381894503	S2-292535033,S2-855114258,S2-128017625,S2-788223086,S2-873643582,S2-848510038,S2-686044170,S2-163762339,S2-379558632,S2-757413235,S2-682450341,S2-640584849,S2-835321602,S2-671351334,S2-543720234,S2-480611089,S2-504275342,S2-372332974,S2-869741475,S2-648470034,S3-677962074,S3-361800396,S3-976652165,S3-211492051,S3-976265026,S3-441666486,S3-788605514,S3-817085802,S3-322172577,S3-612190510,S3-920197584,S3-895624967,S3-483863338,S3-197404400,S3-863072480,S3-183868348,S3-365630225,S3-564574801,S3-534631721,S3-40454929
S1-313092170	S2-526730352,S2-338780324,S2-821399143,S2-499711924,S2-300023280,S2-456812293,S2-327505536,S2-484814470,S2-564012783,S2-229847418,S2-55766081,S2-230442295,S2-243706118,S2-767825344,S2-174101866,S2-940820936,S2-853467313,S2-489902969,S2-422099112,S2-3723743,S3-849376049,S3-654790368,S3-898541620,S3-507653655,S3-33927406,S3-229954420,S3-486001168,S3-836457233,S3-961004370,S3-946110916,S3-268794535,S3-755427393,S3-229413100,S3-387058070,S3-84837272,S3-449912506,S3-832743389,S3-111854299,S3-535219935,S3-604314732
S1-60876864	S2-276862140,S2-444178224,S2-340390872,S2-921872992,S2-862699493,S2-182273804,S2-903683999,S2-812503095,S2-22034959,S2-732763156,S2-595390147,S2-923247863,S2-933273418,S2-895569198,S2-685544492,S2-361133873,S2-26274111,S2-110151851,S2-956170846,S2-476040629,S3-782897205,S3-858213816,S3-867678166,S3-438182899,S3-558652409,S3-780233651,S3-930377575,S3-459794976,S3-348829042,S3-789768624,S3-10556086,S3-472303958,S3-348387887,S3-428901833,S3-143162876,S3-37782127,S3-756138914,S3-982755728,S3-1520109,S3-422638742
S1-261642209	S2-45380311,S2-451445671,S2-183580672,S2-687402149,S2-439548518,S2-248206086,S2-142552322,S2-837406117,S2-738140598,S2-846662361,S2-986233492,S2-968981444,S2-205897701,S2-739791409,S2-340843905,S2-753937927,S2-758423237,S2-25446592,S2-191942962,S2-875087539,S3-457951613,S3-401870364,S3-404101997,S3-10642176,S3-115315888,S3-518802336,S3-681424847,S3-900607467,S3-181254214,S3-923008611,S3-222133470,S3-632095968,S3-572556907,S3-688267787,S3-177982925,S3-103017296,S3-308477442,S3-292257272,S3-257431531,S3-660342390
S1-78728267	S2-967115295,S2-763376057,S2-419124096,S2-991117009,S2-451357111,S2-702525855,S2-426396973,S2-804645628,S2-611962219,S2-290908330,S2-635852854,S2-422651786,S2-476266670,S2-957680381,S2-322565422,S2-104414778,S2-947318870,S2-34135211,S2-435070171,S2-825170087,S3-72334574,S3-155038848,S3-179705506,S3-980194431,S3-267750828,S3-585174398,S3-670082628,S3-989429521,S3-814198613,S3-457020769,S3-21191490,S3-579993403,S3-858397119,S3-759894469,S3-836403381,S3-866998455,S3-911038059,S3-439960186,S3-106290679,S3-822497561
S1-308199161	S2-997794025,S2-200860494,S2-726402677,S2-621817204,S2-632955033,S2-810865294,S2-491851777,S2-797386251,S2-753902349,S2-336974053,S2-197699908,S2-63232506,S2-860326457,S2-235256451,S2-615138949,S2-791402084,S2-453592051,S2-647534277,S2-529129337,S2-910429483,S3-200420688,S3-434289719,S3-833296198,S3-9010141,S3-201102300,S3-697622474,S3-425739796,S3-541228399,S3-614260744,S3-602619799,S3-257918987,S3-891899299,S3-3653544,S3-811697692,S3-56218718,S3-413980473,S3-994693794,S3-528910502,S3-536202929,S3-279091441
S1-358927120	S2-363884092,S2-473919052,S2-56923133,S2-138036393,S2-991724231,S2-894753920,S2-558211503,S2-236502124,S2-947995645,S2-152000251,S2-969013975,S2-623584914,S2-890379444,S2-426150414,S2-164454648,S2-318096981,S2-460240086,S2-748262974,S2-531447111,S2-166049173,S3-463023353,S3-619367015,S3-26435838,S3-587577331,S3-216782237,S3-86310170,S3-824319384,S3-390603382,S3-143617015,S3-882509848,S3-721801189,S3-596342265,S3-872491070,S3-309891012,S3-578260121,S3-80656449,S3-182809268,S3-408028445,S3-1797164,S3-306104556
S1-337122273	S2-872397197,S2-267535144,S2-841452964,S2-431495620,S2-877430334,S2-998579026,S2-905126703,S2-780745492,S2-229370210,S2-319267041,S2-730414002,S2-127905718,S2-195598385,S2-117673399,S2-242588199,S2-599407936,S2-140240298,S2-372307169,S2-794023455,S2-100922260,S3-607841385,S3-962786327,S3-250791193,S3-211738709,S3-520260664,S3-584775816,S3-11828722,S3-967540364,S3-162267,S3-263261175,S3-832293541,S3-355784600,S3-126298745,S3-558662774,S3-626771521,S3-807505676,S3-399390831,S3-12163916,S3-41401750,S3-401220622
S1-650650055	S2-412979900,S2-87147844,S2-879816196,S2-455130129,S2-353157720,S2-50051832,S2-808437733,S2-707259686,S2-986967278,S2-92175564,S2-719499928,S2-784548194,S2-613645099,S2-981943356,S2-155229927,S2-716632557,S2-900139841,S2-510842397,S2-654562074,S2-823800271,S3-859397873,S3-450883246,S3-452874999,S3-752866874,S3-959832265,S3-828398451,S3-20628695,S3-683063335,S3-157352819,S3-527032866,S3-189070030,S3-570092708,S3-628825046,S3-865760673,S3-528165292,S3-465341364,S3-967998498,S3-768534303,S3-911361847,S3-440621405
S1-834257002	S2-155769828,S2-829865914,S2-237550283,S2-387488749,S2-283972713,S2-22899276,S2-878606752,S2-160670574,S2-356914741,S2-384612532,S2-689451434,S2-161157612,S2-999458281,S2-938254590,S2-712470698,S2-516304144,S2-705609077,S2-461962060,S2-985176518,S2-240306760,S3-568814367,S3-940730097,S3-330054533,S3-828012460,S3-735700351,S3-848387189,S3-574748810,S3-285952000,S3-311492411,S3-220066794,S3-580000097,S3-151818219,S3-351834383,S3-350394926,S3-842166033,S3-130455058,S3-158111003,S3-743895577,S3-980889386,S3-73705358
S1-937349180	S2-366089221,S2-265993167,S2-532544833,S2-212155439,S2-723103941,S2-595010045,S2-529079316,S2-43348810,S2-429108578,S2-65781588,S2-530771670,S2-990771120,S2-678562132,S2-799374047,S2-600604156,S2-380367718,S2-953069630,S2-994705111,S2-151979427,S2-52929474,S3-555920073,S3-914499665,S3-200613708,S3-131624391,S3-921525357,S3-389513689,S3-92825660,S3-283269486,S3-347467416,S3-906559955,S3-144245264,S3-665628122,S3-925102179,S3-216295866,S3-739964363,S3-130806877,S3-171973454,S3-406025286,S3-724027175,S3-715127364
S1-725006887	S2-139615959,S2-213310785,S2-180707864,S2-704746175,S2-460883613,S2-669641587,S2-842807470,S2-610059325,S2-181679222,S2-852534294,S2-520322872,S2-805068624,S2-647059994,S2-314794867,S2-364729817,S2-210734907,S2-919567630,S2-459996115,S2-318508656,S2-998362525,S3-23939949,S3-74091996,S3-871484337,S3-561482979,S3-836162231,S3-913007049,S3-336697476,S3-413870883,S3-41426341,S3-207289736,S3-563333334,S3-139826188,S3-785082090,S3-24478964,S3-588366252,S3-428901833,S3-538236082,S3-879108221,S3-110214688,S3-637668516
S1-820730560	S2-137773522,S2-836898452,S2-275400381,S2-963306726,S2-905591594,S2-703814445,S2-153478719,S2-770943482,S2-609026975,S2-865220422,S2-789605137,S2-768183520,S2-610154159,S2-466175806,S2-585310464,S2-713308,S2-732851738,S2-924475251,S2-985950939,S2-95854214,S3-315970134,S3-825796415,S3-811476907,S3-369382930,S3-662018421,S3-559142177,S3-506422996,S3-977348984,S3-36678957,S3-565704941,S3-114782381,S3-317328924,S3-318014011,S3-782041919,S3-74421750,S3-164158212,S3-104993338,S3-878722677,S3-800643414,S3-604021527
S1-47803313	S2-971878514,S2-621776208,S2-901706153,S2-445140317,S2-884832195,S2-982361527,S2-919874427,S2-938172682,S2-51704591,S2-647228577,S2-777657809,S2-887173534,S2-127013960,S2-176150822,S2-240677196,S2-162341191,S2-174072300,S2-796606339,S2-830691017,S2-4908679,S3-121423560,S3-176828085,S3-169007525,S3-524079353,S3-88251532,S3-472094422,S3-442431658,S3-678745285,S3-595036868,S3-284702369,S3-668918265,S3-873372768,S3-555788559,S3-42817329,S3-567619836,S3-90237002,S3-77243242,S3-879656860,S3-611353011,S3-732467446
S1-385569722	S2-618047227,S2-2881302,S2-9410084,S2-504837702,S2-836194612,S2-770245859,S2-10378272,S2-149894235,S2-541890062,S2-586704868,S2-392288873,S2-450803638,S2-675089736,S2-381027570,S2-983326133,S2-741586016,S2-30366554,S2-777097274,S2-791878466,S2-819876678,S3-9398890,S3-82585295,S3-194192310,S3-942879010,S3-122988495,S3-56386092,S3-432682666,S3-921027664,S3-583810927,S3-962422235,S3-835853090,S3-122986867,S3-47899669,S3-279006503,S3-894069833,S3-932703780,S3-10300249,S3-90022342,S3-281228245,S3-346464906
S1-453884385	S2-100262931,S2-817385906,S2-79644984,S2-980957424,S2-683449702,S2-987703082,S2-785700047,S2-366263950,S2-220152592,S2-657714019,S2-296778132,S2-411875368,S2-786565277,S2-678910468,S2-582971961,S2-981096713,S2-919309463,S2-310505168,S2-337630109,S2-842674894,S3-577316868,S3-196284015,S3-589700618,S3-115167819,S3-177620194,S3-57054138,S3-556727148,S3-898399857,S3-767445863,S3-248382851,S3-443924699,S3-961453317,S3-425529824,S3-164501181,S3-372860294,S3-268768345,S3-384437188,S3-337435095,S3-10963322,S3-767432476
S1-650304466	S2-542159685,S2-81242288,S2-575963641,S2-246966190,S2-503743087,S2-677956416,S2-318009266,S2-999111175,S2-665406711,S2-773345204,S2-80347084,S2-684948233,S2-417829075,S2-959448714,S2-120120209,S2-390142514,S2-99869477,S2-832312616,S2-211721146,S2-379375028,S3-139263068,S3-485591426,S3-363152490,S3-202549143,S3-874857068,S3-715098467,S3-720452393,S3-52297815,S3-14199868,S3-107309468,S3-282747317,S3-695016435,S3-157337925,S3-968717937,S3-944190628,S3-504162265,S3-68787897,S3-917255658,S3-437337908,S3-755031467
S1-762839052	S2-457753565,S2-583776248,S2-692484573,S2-814553631,S2-532344738,S2-72858303,S2-839991893,S2-174187547,S2-976628808,S2-632838411,S2-83221770,S2-587973344,S2-730055337,S2-621735054,S2-57055668,S2-501211852,S2-831933327,S2-511810927,S2-251677157,S2-711253667,S3-177756511,S3-299595965,S3-937929471,S3-153964012,S3-625054514,S3-314949558,S3-474611442,S3-547668900,S3-920956777,S3-885777662,S3-552218493,S3-998917504,S3-565415742,S3-52135253,S3-426368724,S3-240213533,S3-494993063,S3-295126862,S3-882371489,S3-4737266
S1-550679918	S2-485686144,S2-120237629,S2-567557396,S2-449953927,S2-637437297,S2-101737789,S2-531736267,S2-998450705,S2-685396460,S2-166079961,S2-342366456,S2-224176,S2-235325225,S2-828129937,S2-71796535,S2-473118859,S2-703085578,S2-460851421,S2-333865760,S2-192022481,S3-549826015,S3-111093422,S3-167344968,S3-2847792,S3-728047690,S3-216642521,S3-782363652,S3-93881335,S3-595777819,S3-263638254,S3-423974499,S3-123059673,S3-546262399,S3-363218665,S3-820253844,S3-741089434,S3-389494878,S3-690597938,S3-258370932,S3-798438105
S1-659666950	S2-266010026,S2-760152848,S2-754632405,S2-641813736,S2-962127209,S2-150381432,S2-969574474,S2-261210990,S2-946072848,S2-487760499,S2-39547519,S2-224128566,S2-710755246,S2-232178094,S2-222705990,S2-405256834,S2-940366297,S2-765715070,S2-16482869,S2-517621175,S3-28336882,S3-559853302,S3-935110911,S3-2829620,S3-935930463,S3-75492936,S3-109796435,S3-715186323,S3-818948740,S3-132231749,S3-610617902,S3-613967950,S3-992571709,S3-387637873,S3-540126978,S3-83608534,S3-525045384,S3-612053497,S3-553228322,S3-182704141
S1-772914073	S2-111312636,S2-656686291,S2-373935646,S2-920184654,S2-592596499,S2-93267739,S2-80241676,S2-351586681,S2-910090974,S2-580651946,S2-105255255,S2-135244630,S2-279565254,S2-95604680,S2-701018581,S2-394343179,S2-805068624,S2-723082262,S2-767453499,S2-25307083,S3-55948637,S3-558523492,S3-282017706,S3-553283658,S3-766035204,S3-902080446,S3-83541665,S3-155279112,S3-569487444,S3-431726820,S3-812806976,S3-266907360,S3-91783350,S3-551583993,S3-592114339,S3-221781961,S3-779444319,S3-757794202,S3-542707176,S3-1520109
S1-860482342	S2-282762709,S2-781459044,S2-497391432,S2-701279901,S2-465694,S2-538720651,S2-954442410,S2-451129,S2-8542217,S2-218813922,S2-497740653,S2-424599291,S2-587123800,S2-850466073,S2-36296976,S2-643906460,S2-907998694,S2-14086611,S2-201886675,S2-195340761,S3-186966609,S3-508843484,S3-172474411,S3-310379948,S3-835722215,S3-701595061,S3-614186363,S3-75000343,S3-698989823,S3-564464104,S3-779283744,S3-176344046,S3-235963416,S3-258138559,S3-412337449,S3-998740948,S3-67454075,S3-168525233,S3-532388014,S3-199983640
S1-813052697	S2-8615120,S2-189546220,S2-559518009,S2-986629134,S2-145772427,S2-624502485,S2-981839394,S2-386631320,S2-446792407,S2-384741482,S2-798332974,S2-792467805,S2-103334562,S2-485630500,S2-528910390,S2-69928410,S2-762814140,S2-437136287,S2-644976356,S2-607830976,S3-706764031,S3-550364125,S3-713513435,S3-987463688,S3-191132471,S3-868418619,S3-151117847,S3-749540559,S3-581295737,S3-227097784,S3-477813137,S3-57830857,S3-441211828,S3-131050526,S3-855479874,S3-643154035,S3-909766252,S3-782434410,S3-478186172,S3-78074738
S1-366528589	S2-938730187,S2-25307083,S2-641340718,S2-728871871,S2-986629134,S2-373935646,S2-248502678,S2-554066539,S2-93267739,S2-386631320,S2-933084213,S2-456706229,S2-644976356,S2-80835599,S2-930382947,S2-910940946,S2-926583515,S2-731382351,S2-147962573,S2-592596499,S3-323109690,S3-715203973,S3-945077091,S3-937585212,S3-902080446,S3-551583993,S3-286995372,S3-183940764,S3-958765572,S3-441211828,S3-137537760,S3-32715774,S3-475015284,S3-535024944,S3-504917403,S3-729987861,S3-385415308,S3-90624011,S3-390652022,S3-553283658
S1-720336913	S2-370797151,S2-819895550,S2-677587921,S2-685555753,S2-622972758,S2-672367090,S2-679100034,S2-117504644,S2-924753358,S2-211808993,S2-256606708,S2-949184814,S2-286835375,S2-425262307,S2-140616809,S2-726539574,S2-80553198,S2-381674860,S2-629431053,S2-550178936,S3-603625786,S3-488481193,S3-911144781,S3-428191252,S3-77766630,S3-732045847,S3-801638292,S3-134380482,S3-377422755,S3-486668666,S3-745785960,S3-509146473,S3-673302506,S3-855226001,S3-77257430,S3-624725926,S3-981096025,S3-522370955,S3-585130700,S3-239746461
S1-640880009	S2-410245256,S2-785857362,S2-216225571,S2-871472897,S2-880334820,S2-328363510,S2-739217134,S2-911429299,S2-824454877,S2-193016113,S2-934504216,S2-171201514,S2-943734127,S2-484964808,S2-842340251,S2-351309882,S2-880370495,S2-891412928,S2-55972665,S2-372506596,S3-500217693,S3-470880995,S3-182807662,S3-247442919,S3-606771095,S3-183720491,S3-284829708,S3-788359489,S3-603419184,S3-393879217,S3-883884833,S3-269409801,S3-405882266,S3-391823164,S3-200642284,S3-536164043,S3-131558246,S3-743384144,S3-360196310,S3-606488833
S1-887500171	S2-276898138,S2-3533197,S2-751126967,S2-185574521,S2-268308856,S2-84631992,S2-204166462,S2-631478142,S2-632252306,S2-565583648,S2-709403238,S2-888564112,S2-517834381,S2-448673261,S2-981156356,S2-452258239,S2-498004245,S2-770943482,S2-620771668,S2-720857242,S3-182017059,S3-982916620,S3-519324158,S3-257390166,S3-283331598,S3-572589447,S3-32654056,S3-342523923,S3-746081335,S3-794094645,S3-854327710,S3-716255218,S3-239409086,S3-980723763,S3-954671012,S3-30906587,S3-573314762,S3-132593088,S3-286351294,S3-521317798
S1-971996731	S2-638309978,S2-4159012,S2-932502376,S2-158763449,S2-900220600,S2-832315012,S2-229478482,S2-241362122,S2-332055244,S2-21431839,S2-90282614,S2-687975083,S2-636196033,S2-202929334,S2-456659291,S2-531652915,S2-760467372,S2-18432284,S2-144056913,S2-136729707,S3-302516864,S3-145729614,S3-238568846,S3-58465858,S3-866580997,S3-32387908,S3-702192442,S3-406335797,S3-545762589,S3-505728960,S3-254957014,S3-979864882,S3-383567406,S3-422242645,S3-228511203,S3-233201952,S3-132722092,S3-826923040,S3-5209626,S3-397954251
S1-104317115	S2-147170539,S2-805062970,S2-360948016,S2-652356461,S2-460764523,S2-364790832,S2-450649420,S2-86707779,S2-379254028,S2-649878930,S2-596939056,S2-854532458,S2-785901867,S2-911312911,S2-630817745,S2-632264090,S2-320918000,S2-91937451,S2-73195347,S2-40174045,S3-147559602,S3-593500151,S3-687630090,S3-809548655,S3-570016803,S3-733757981,S3-954470998,S3-738031594,S3-696693948,S3-618543776,S3-800689557,S3-485833828,S3-898320672,S3-757457132,S3-690366603,S3-153918356,S3-132977414,S3-655897654,S3-129196886,S3-951476649
S1-518257638	S2-408438287,S2-261176636,S2-917559481,S2-722039685,S2-109839470,S2-690362855,S2-258740850,S2-64467415,S2-495337949,S2-568143618,S2-267188786,S2-136996306,S2-258568931,S2-752079365,S2-860364654,S2-904003923,S2-143544110,S2-613069083,S2-671292051,S2-266529850,S3-709117791,S3-200856906,S3-467027385,S3-670984283,S3-889773194,S3-685191217,S3-824236166,S3-819298635,S3-922133075,S3-754102850,S3-82173993,S3-639043740,S3-681099391,S3-553079905,S3-435828199,S3-613328135,S3-232850921,S3-171201454,S3-790882473,S3-143681835
S1-884660527	S2-862214053,S2-745405138,S2-713027804,S2-463531235,S2-684097955,S2-383308939,S2-508109808,S2-765981385,S2-351519794,S2-221337896,S2-176232960,S2-319151772,S2-41888278,S2-170743593,S2-348325314,S2-886117102,S2-81112203,S2-782957807,S2-663974978,S2-32682124,S3-758543658,S3-768149648,S3-613135619,S3-422367488,S3-389237376,S3-720157893,S3-684045628,S3-263531840,S3-610015411,S3-968829571,S3-183070736,S3-92305881,S3-665072729,S3-589230881,S3-582573440,S3-8631480,S3-809305235,S3-854752813,S3-6085532,S3-367321686
S1-910004085	S2-155138353,S2-151429693,S2-552961451,S2-509990543,S2-759226529,S2-677931344,S2-33882085,S2-308948165,S2-669032045,S2-305247876,S2-214045922,S2-332044545,S2-36829758,S2-722459627,S2-508344361,S2-394909781,S2-900650835,S2-580545139,S2-502343534,S2-952875282,S3-252133610,S3-493724596,S3-58091719,S3-767676371,S3-425185749,S3-988534686,S3-471889713,S3-820108882,S3-78419839,S3-723818723,S3-542260686,S3-694488665,S3-281926963,S3-192316447,S3-79184734,S3-790032081,S3-233402033,S3-527642797,S3-508197711,S3-415355509
S1-591894902	S2-825152037,S2-673721153,S2-814024394,S2-525611852,S2-726997470,S2-214716009,S2-266678156,S2-460484128,S2-308331940,S2-246561690,S2-112360324,S2-128472620,S2-800675490,S2-905461824,S2-705684042,S2-255281915,S2-601485334,S2-29671090,S2-84943479,S2-323641870,S3-711845037,S3-10667130,S3-83699573,S3-868379375,S3-763188889,S3-891725900,S3-920915230,S3-278914746,S3-569223417,S3-104121995,S3-199805801,S3-529463260,S3-706767510,S3-740562264,S3-577341600,S3-879889054,S3-368328676,S3-529368145,S3-457059574,S3-2945906
S1-142638295	S2-118370966,S2-69430020,S2-420816752,S2-417743541,S2-328944550,S2-525148018,S2-747459531,S2-158681675,S2-98990312,S2-819484041,S2-139527352,S2-497869712,S2-40956435,S2-215800567,S2-594400460,S2-31275344,S2-187946182,S2-973459583,S2-127612378,S2-877682695,S3-636249405,S3-612636073,S3-385294738,S3-735911553,S3-241515784,S3-677162702,S3-423182087,S3-258496816,S3-187929272,S3-743052327,S3-285937615,S3-698011823,S3-328197877,S3-563941159,S3-888609417,S3-107273061,S3-386382052,S3-490822535,S3-587258953,S3-320542108
S1-950720921	S2-317887701,S2-552344048,S2-652451674,S2-769732401,S2-929254717,S2-710254316,S2-591876506,S2-104941292,S2-535201703,S2-831865153,S2-236789039,S2-847525230,S2-867105488,S2-466061998,S2-800805329,S2-902405782,S2-6373637,S2-761740572,S2-313955120,S2-399815856,S3-860516362,S3-896278285,S3-925759786,S3-804887078,S3-818156818,S3-970382548,S3-594211342,S3-130614843,S3-475233365,S3-856478023,S3-681613237,S3-306768375,S3-339751850,S3-509349579,S3-644284262,S3-567691471,S3-509086279,S3-662151146,S3-182704141,S3-684954784
S1-183285524	S2-476350086,S2-827567256,S2-752449504,S2-147880478,S2-582775205,S2-526949499,S2-750024428,S2-132322969,S2-386563966,S2-72705987,S2-872099735,S2-258360599,S2-689680875,S2-129839245,S2-628270825,S2-747378033,S2-942148391,S2-540131303,S2-659836978,S2-551376671,S3-327277497,S3-15560873,S3-128216690,S3-538331776,S3-114396865,S3-998828261,S3-960905947,S3-536550362,S3-907934703,S3-751725133,S3-162626400,S3-986373601,S3-352692826,S3-577324358,S3-799445548,S3-673217340,S3-773708364,S3-920099153,S3-261416922,S3-956529663
S1-714649207	S2-314794867,S2-469081581,S2-730665666,S2-446016100,S2-115925459,S2-210734907,S2-135244630,S2-139615959,S2-647059994,S2-554066539,S2-569681566,S2-805068624,S2-787159712,S2-351586681,S2-364729817,S2-279565254,S2-884791212,S2-723082262,S2-89101680,S2-80241676,S3-883633200,S3-131050526,S3-299976202,S3-261157182,S3-782434410,S3-219095716,S3-939036683,S3-284447814,S3-22554814,S3-542707176,S3-654177357,S3-213389426,S3-249338451,S3-227097784,S3-193036878,S3-78074738,S3-57830857,S3-94920424,S3-266907360,S3-793221664
S1-841168517	S2-871245143,S2-283807401,S2-193013091,S2-796946746,S2-715131916,S2-530812786,S2-502376995,S2-385384208,S2-336551909,S2-392201524,S2-703976057,S2-575798650,S2-572946231,S2-96614952,S2-694707408,S2-746138897,S2-658024521,S2-204433622,S2-868783325,S2-497158970,S3-754510379,S3-678130918,S3-786232011,S3-60488984,S3-453390367,S3-221069556,S3-664158078,S3-790916946,S3-993392592,S3-724902584,S3-545344029,S3-985104446,S3-15283284,S3-798008145,S3-806515147,S3-710443039,S3-503967646,S3-270579492,S3-159186249,S3-212659951
S1-819898451	S2-386511671,S2-873366419,S2-328794803,S2-907641246,S2-99269459,S2-4064744,S2-85268354,S2-7871403,S2-381495092,S2-135413086,S2-523951310,S2-762784463,S2-431698129,S2-672741465,S2-884396375,S2-856483968,S2-569891847,S2-277659931,S2-416737331,S2-673458670,S3-855090345,S3-605361955,S3-85916803,S3-743857866,S3-192295368,S3-960697598,S3-678630155,S3-160776850,S3-730079493,S3-953195353,S3-211851316,S3-676849608,S3-657947443,S3-545143360,S3-5471505,S3-899716627,S3-49093058,S3-995648996,S3-794189635,S3-482609684
S1-949091955	S2-702525855,S2-953832170,S2-833308026,S2-254038654,S2-578895603,S2-786130470,S2-611962219,S2-885169537,S2-753247454,S2-991117009,S2-930262743,S2-487883472,S2-635852854,S2-171011140,S2-451357111,S2-398889556,S2-967115295,S2-380526032,S2-142644996,S2-319155977,S3-369525154,S3-168110332,S3-802092565,S3-858397119,S3-822497561,S3-120416631,S3-155038848,S3-866998455,S3-102215341,S3-602861301,S3-679342309,S3-670082628,S3-72334574,S3-164211717,S3-179705506,S3-267750828,S3-810463405,S3-376226900,S3-911038059,S3-106290679
S1-552966879	S2-369353988,S2-827890314,S2-999291665,S2-706954273,S2-12987045,S2-651477034,S2-291466081,S2-218396425,S2-400755412,S2-646065485,S2-288045087,S2-235678014,S2-252241796,S2-782728572,S2-972637181,S2-228830917,S2-114838518,S2-231874477,S2-793904995,S2-913361126,S3-39152458,S3-111600959,S3-849320713,S3-526744514,S3-648996862,S3-29964869,S3-467283862,S3-394973603,S3-502721774,S3-387248136,S3-558538097,S3-226320445,S3-713113498,S3-115957854,S3-471342034,S3-957728172,S3-832863494,S3-459263519,S3-800301796,S3-966744850
